5-15	5	{"en": "OSS self-declaration (K3L and SPPL)", "id": "Pernyataan Mandiri OSS (K3L dan SPPL)", "zh": "OSS 自我声明 (K3L 和 SPPL)"}	14
5-16	5	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	15
5-17	5	{"en": "Tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak (SKT)", "zh": "税务登记证明 (SKT)"}	16
5-18	5	{"en": "Company website", "id": "Website Company", "zh": "公司网站"}	17
6-1	6	{"en": "Company establishment deed", "id": "Akta Pendirian Perusahaan", "zh": "公司设立公证书"}	0
6-2	6	{"en": "Company profile", "id": "Company Profile", "zh": "公司简介"}	1
6-3	6	{"en": "Corporate Coretax", "id": "Coretax Badan", "zh": "企业 Coretax"}	2
6-4	6	{"en": "Free Gmail account", "id": "Free Account Gmail", "zh": "免费 Gmail 账号"}	3
6-5	6	{"en": "Free consultation", "id": "Free Konsultasi", "zh": "免费咨询"}	4
6-6	6	{"en": "Free company stamp", "id": "Free Stempel Nama Perusahaan", "zh": "免费公司印章"}	5
6-7	6	{"en": "Free financial report template", "id": "Free Template Laporan Keuangan", "zh": "免费财务报表模板"}	6
6-8	6	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	7
6-9	6	{"en": "Invoice", "id": "Invoice", "zh": "发票"}	8
6-10	6	{"en": "Business cards", "id": "Kartu Nama", "zh": "名片"}	9
6-11	6	{"en": "Letterhead", "id": "Kop Surat", "zh": "公司信纸"}	10
6-12	6	{"en": "Company logo", "id": "Logo Perusahaan", "zh": "公司标志"}	11
6-13	6	{"en": "Company tax ID", "id": "NPWP Badan", "zh": "公司税号"}	12
6-14	6	{"en": "Business Identification Number (NIB)", "id": "Nomor Induk Berusaha (NIB)", "zh": "营业识别号 (NIB)"}	13
6-15	6	{"en": "OSS self-declaration (K3L and SPPL)", "id": "Pernyataan Mandiri OSS (K3L dan SPPL)", "zh": "OSS 自我声明 (K3L 和 SPPL)"}	14
6-16	6	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	15
6-17	6	{"en": "Tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak (SKT)", "zh": "税务登记证明 (SKT)"}	16
8-1	8	{"en": "Company establishment deed", "id": "Akta Pendirian Perusahaan", "zh": "公司设立公证书"}	0
8-2	8	{"en": "Company profile", "id": "Company Profile", "zh": "公司简介"}	1
8-3	8	{"en": "Corporate Coretax", "id": "Coretax Badan", "zh": "企业 Coretax"}	2
8-4	8	{"en": "Free Gmail account", "id": "Free Account Gmail", "zh": "免费 Gmail 账号"}	3
8-5	8	{"en": "Free consultation", "id": "Free Konsultasi", "zh": "免费咨询"}	4
8-6	8	{"en": "Free company stamp", "id": "Free Stempel Nama Perusahaan", "zh": "免费公司印章"}	5
8-7	8	{"en": "Free financial report template", "id": "Free Template Laporan Keuangan", "zh": "免费财务报表模板"}	6
8-8	8	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	7
8-9	8	{"en": "Invoice", "id": "Invoice", "zh": "发票"}	8
8-10	8	{"en": "Business cards", "id": "Kartu Nama", "zh": "名片"}	9
8-11	8	{"en": "Letterhead", "id": "Kop Surat", "zh": "公司信纸"}	10
8-12	8	{"en": "Company logo", "id": "Logo Perusahaan", "zh": "公司标志"}	11
8-13	8	{"en": "Company tax ID", "id": "NPWP Badan", "zh": "公司税号"}	12
8-14	8	{"en": "Business Identification Number (NIB)", "id": "Nomor Induk Berusaha (NIB)", "zh": "营业识别号 (NIB)"}	13
8-15	8	{"en": "OSS self-declaration (K3L, spatial planning, and SPPL)", "id": "Pernyataan Mandiri OSS (K3L, Tata Ruang dan SPPL)", "zh": "OSS 自我声明 (K3L、空间规划和 SPPL)"}	14
8-16	8	{"en": "Electronic certificate", "id": "Sertifikat Elektronik", "zh": "电子证书"}	15
8-17	8	{"en": "Standard certificate for medium-low risk KBLI", "id": "Sertifikat Standar (Jika resiko KBLI Menengah Rendah)", "zh": "中低风险 KBLI 标准证书"}	16
8-18	8	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	17
8-19	8	{"en": "Tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak (SKT)", "zh": "税务登记证明 (SKT)"}	18
8-20	8	{"en": "Taxable entrepreneur confirmation letter (SPPKP)", "id": "Surat Pengukuhan Kena Pajak (SPPKP)", "zh": "应税企业确认书 (SPPKP)"}	19
8-21	8	{"en": "Company website", "id": "Website Company", "zh": "公司网站"}	20
9-1	9	{"en": "Company establishment deed", "id": "Akta Pendirian Perusahaan", "zh": "公司设立公证书"}	0
9-2	9	{"en": "Company profile", "id": "Company Profile", "zh": "公司简介"}	1
9-3	9	{"en": "Corporate Coretax", "id": "Coretax Badan", "zh": "企业 Coretax"}	2
9-4	9	{"en": "Free Gmail account", "id": "Free Account Gmail", "zh": "免费 Gmail 账号"}	3
9-5	9	{"en": "Free consultation", "id": "Free Konsultasi", "zh": "免费咨询"}	4
9-6	9	{"en": "Free company stamp", "id": "Free Stempel Nama Perusahaan", "zh": "免费公司印章"}	5
9-7	9	{"en": "Free financial report template", "id": "Free Template Laporan Keuangan", "zh": "免费财务报表模板"}	6
9-8	9	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	7
9-9	9	{"en": "Invoice", "id": "Invoice", "zh": "发票"}	8
9-10	9	{"en": "Business cards", "id": "Kartu Nama", "zh": "名片"}	9
9-11	9	{"en": "Letterhead", "id": "Kop Surat", "zh": "公司信纸"}	10
9-12	9	{"en": "Company logo", "id": "Logo Perusahaan", "zh": "公司标志"}	11
9-13	9	{"en": "Company tax ID", "id": "NPWP Badan", "zh": "公司税号"}	12
9-14	9	{"en": "Business Identification Number (NIB)", "id": "Nomor Induk Berusaha (NIB)", "zh": "营业识别号 (NIB)"}	13
9-15	9	{"en": "OSS self-declaration (K3L and SPPL)", "id": "Pernyataan Mandiri OSS (K3L dan SPPL)", "zh": "OSS 自我声明 (K3L 和 SPPL)"}	14
9-16	9	{"en": "Electronic certificate", "id": "Sertifikat Elektronik", "zh": "电子证书"}	15
9-17	9	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	16
9-18	9	{"en": "Tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak (SKT)", "zh": "税务登记证明 (SKT)"}	17
9-19	9	{"en": "Taxable entrepreneur confirmation letter (SPPKP)", "id": "Surat Pengukuhan Kena Pajak (SPPKP)", "zh": "应税企业确认书 (SPPKP)"}	18
10-1	10	{"en": "Establishment confirmation deed", "id": "Akta Penegasan Pendirian", "zh": "设立确认公证书"}	0
10-2	10	{"en": "Free individual PT email", "id": "Free Email PT Perorangan", "zh": "免费个人 PT 邮箱"}	1
10-3	10	{"en": "Free consultation", "id": "Free Konsultasi", "zh": "免费咨询"}	2
10-4	10	{"en": "Free individual PT stamp", "id": "Free Stempel PT Perorangan", "zh": "免费个人 PT 印章"}	3
10-5	10	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	4
10-6	10	{"en": "Individual PT tax ID", "id": "NPWP PT Perorangan", "zh": "个人 PT 税号"}	5
10-7	10	{"en": "Business Identification Number (NIB)", "id": "Nomor Induk Berusaha (NIB)", "zh": "营业识别号 (NIB)"}	6
10-8	10	{"en": "OSS self-declaration (K3L and SPPL)", "id": "Pernyataan Mandiri OSS (K3L dan SPPL)", "zh": "OSS 自我声明 (K3L 和 SPPL)"}	7
10-9	10	{"en": "Individual PT name reservation", "id": "Pesan Nama PT Perorangan", "zh": "个人 PT 名称预订"}	8
10-10	10	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	9
10-11	10	{"en": "Individual PT tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak PT (SKT)", "zh": "个人 PT 税务登记证明 (SKT)"}	10
10-12	10	{"en": "Ministry statement letter", "id": "Surat Pernyataan Kemenkumham", "zh": "法律与人权部声明书"}	11
11-1	11	{"en": "Free individual PT email", "id": "Free Email PT Perorangan", "zh": "免费个人 PT 邮箱"}	0
11-2	11	{"en": "Free consultation", "id": "Free Konsultasi", "zh": "免费咨询"}	1
11-3	11	{"en": "Free individual PT stamp", "id": "Free Stempel PT Perorangan", "zh": "免费个人 PT 印章"}	2
11-4	11	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	3
11-5	11	{"en": "Individual PT tax ID", "id": "NPWP PT Perorangan", "zh": "个人 PT 税号"}	4
11-6	11	{"en": "Business Identification Number (NIB)", "id": "Nomor Induk Berusaha (NIB)", "zh": "营业识别号 (NIB)"}	5
11-7	11	{"en": "OSS self-declaration (K3L and SPPL)", "id": "Pernyataan Mandiri OSS (K3L dan SPPL)", "zh": "OSS 自我声明 (K3L 和 SPPL)"}	6
11-8	11	{"en": "Individual PT name reservation", "id": "Pesan Nama PT Perorangan", "zh": "个人 PT 名称预订"}	7
11-9	11	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	8
11-10	11	{"en": "Individual PT tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak PT (SKT)", "zh": "个人 PT 税务登记证明 (SKT)"}	9
11-11	11	{"en": "Ministry statement letter", "id": "Surat Pernyataan Kemenkumham", "zh": "法律与人权部声明书"}	10
12-1	12	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	0
12-2	12	{"en": "Business Identification Number (NIB)", "id": "NIB (Nomor Induk Berusaha)", "zh": "营业识别号 (NIB)"}	1
12-3	12	{"en": "Self-declaration for K3L, SPPL, and spatial planning", "id": "Pernyataan Mandiri (K3L, SPPL dan Tata Ruang)", "zh": "K3L、SPPL 和空间规划自我声明"}	2
12-4	12	{"en": "Standard certificate for medium-low risk scale", "id": "Sertifikat Standar (Jika Skala Resiko Menengah Rendah)", "zh": "中低风险规模标准证书"}	3
13-1	13	{"en": "Company establishment deed", "id": "Akta Pendirian Perusahaan", "zh": "公司设立公证书"}	0
13-2	13	{"en": "Corporate Coretax", "id": "Coretax Badan", "zh": "企业 Coretax"}	1
13-3	13	{"en": "Free consultation", "id": "Free Konsultasi", "zh": "免费咨询"}	2
13-4	13	{"en": "Free company stamp", "id": "Free Stempel Nama Perusahaan", "zh": "免费公司印章"}	3
13-5	13	{"en": "Free financial report template", "id": "Free Template Laporan Keuangan", "zh": "免费财务报表模板"}	4
13-6	13	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	5
13-7	13	{"en": "KKKPR spatial utilization confirmation", "id": "KKKPR (Konfirmasi Kesesuaian Kegiatan Pemanfaatan Ruang)", "zh": "KKKPR 空间利用适宜性确认"}	6
13-8	13	{"en": "Company tax ID", "id": "NPWP Badan", "zh": "公司税号"}	7
13-9	13	{"en": "Business Identification Number (NIB)", "id": "Nomor Induk Berusaha (NIB)", "zh": "营业识别号 (NIB)"}	8
13-10	13	{"en": "OSS self-declaration (K3L and SPPL)", "id": "Pernyataan Mandiri OSS (K3L dan SPPL)", "zh": "OSS 自我声明 (K3L 和 SPPL)"}	9
13-11	13	{"en": "Standard certificate for medium-low risk KBLI", "id": "Sertifikat Standar (Jika resiko KBLI Menengah Rendah)", "zh": "中低风险 KBLI 标准证书"}	10
13-12	13	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	11
13-13	13	{"en": "Tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak (SKT)", "zh": "税务登记证明 (SKT)"}	12
14-1	14	{"en": "Company establishment deed", "id": "Akta Pendirian Perusahaan", "zh": "公司设立公证书"}	0
14-2	14	{"en": "Company profile", "id": "Company Profil", "zh": "公司简介"}	1
14-3	14	{"en": "Corporate Coretax", "id": "Coretax Badan", "zh": "企业 Coretax"}	2
14-4	14	{"en": "Free consultation", "id": "Free Konsultasi", "zh": "免费咨询"}	3
14-5	14	{"en": "Free company stamp", "id": "Free Stempel Nama Perusahaan", "zh": "免费公司印章"}	4
14-6	14	{"en": "Free financial report template", "id": "Free Template Laporan Keuangan", "zh": "免费财务报表模板"}	5
14-7	14	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	6
14-8	14	{"en": "Invoice", "id": "Invoice", "zh": "发票"}	7
14-9	14	{"en": "Business cards", "id": "Kartu Nama", "zh": "名片"}	8
14-10	14	{"en": "Letterhead", "id": "Kop Surat", "zh": "公司信纸"}	9
14-11	14	{"en": "Company logo", "id": "Logo Perusahaan", "zh": "公司标志"}	10
14-12	14	{"en": "Company tax ID", "id": "NPWP Badan", "zh": "公司税号"}	11
14-13	14	{"en": "Business Identification Number (NIB)", "id": "Nomor Induk Berusaha (NIB)", "zh": "营业识别号 (NIB)"}	12
14-14	14	{"en": "OSS self-declaration (K3L and SPPL)", "id": "Pernyataan Mandiri OSS (K3L dan SPPL)", "zh": "OSS 自我声明 (K3L 和 SPPL)"}	13
14-15	14	{"en": "Standard certificate for medium-low risk KBLI", "id": "Sertifikat Standar (Jika resiko KBLI Menengah Rendah)", "zh": "中低风险 KBLI 标准证书"}	14
14-16	14	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	15
14-17	14	{"en": "Tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak (SKT)", "zh": "税务登记证明 (SKT)"}	16
14-18	14	{"en": "Company website", "id": "Website Company", "zh": "公司网站"}	17
15-1	15	{"en": "Company establishment deed", "id": "Akta Pendirian Perusahaan", "zh": "公司设立公证书"}	0
15-2	15	{"en": "Company profile", "id": "Company Profil", "zh": "公司简介"}	1
15-3	15	{"en": "Corporate Coretax", "id": "Coretax Badan", "zh": "企业 Coretax"}	2
15-4	15	{"en": "Free consultation", "id": "Free Konsultasi", "zh": "免费咨询"}	3
15-5	15	{"en": "Free company stamp", "id": "Free Stempel Nama Perusahaan", "zh": "免费公司印章"}	4
15-6	15	{"en": "Free financial report template", "id": "Free Template Laporan Keuangan", "zh": "免费财务报表模板"}	5
15-7	15	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	6
15-8	15	{"en": "Invoice", "id": "Invoice", "zh": "发票"}	7
15-9	15	{"en": "Business cards", "id": "Kartu Nama", "zh": "名片"}	8
15-10	15	{"en": "Letterhead", "id": "Kop Surat", "zh": "公司信纸"}	9
15-11	15	{"en": "Company logo", "id": "Logo Perusahaan", "zh": "公司标志"}	10
15-12	15	{"en": "Company tax ID", "id": "NPWP Badan", "zh": "公司税号"}	11
15-13	15	{"en": "Business Identification Number (NIB)", "id": "Nomor Induk Berusaha (NIB)", "zh": "营业识别号 (NIB)"}	12
15-14	15	{"en": "OSS self-declaration (K3L and SPPL)", "id": "Pernyataan Mandiri OSS (K3L dan SPPL)", "zh": "OSS 自我声明 (K3L 和 SPPL)"}	13
15-15	15	{"en": "Standard certificate for medium-low risk KBLI", "id": "Sertifikat Standar (Jika resiko KBLI Menengah Rendah)", "zh": "中低风险 KBLI 标准证书"}	14
15-16	15	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	15
15-17	15	{"en": "Tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak (SKT)", "zh": "税务登记证明 (SKT)"}	16
16-1	16	{"en": "Company establishment deed", "id": "Akta Pendirian Perusahaan", "zh": "公司设立公证书"}	0
16-2	16	{"en": "Corporate Coretax", "id": "Coretax Badan", "zh": "企业 Coretax"}	1
16-3	16	{"en": "Free consultation", "id": "Free Konsultasi", "zh": "免费咨询"}	2
16-4	16	{"en": "Free company stamp", "id": "Free Stempel Nama Perusahaan", "zh": "免费公司印章"}	3
16-5	16	{"en": "Free financial report template", "id": "Free Template Laporan Keuangan", "zh": "免费财务报表模板"}	4
16-6	16	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	5
16-7	16	{"en": "Company tax ID", "id": "NPWP Badan", "zh": "公司税号"}	6
16-8	16	{"en": "Business Identification Number (NIB)", "id": "Nomor Induk Berusaha (NIB)", "zh": "营业识别号 (NIB)"}	7
16-9	16	{"en": "OSS self-declaration (K3L and SPPL)", "id": "Pernyataan Mandiri OSS (K3L dan SPPL)", "zh": "OSS 自我声明 (K3L 和 SPPL)"}	8
16-10	16	{"en": "Standard certificate for medium-low risk KBLI", "id": "Sertifikat Standar (Jika resiko KBLI Menengah Rendah)", "zh": "中低风险 KBLI 标准证书"}	9
16-11	16	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	10
16-12	16	{"en": "Tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak (SKT)", "zh": "税务登记证明 (SKT)"}	11
17-1	17	{"en": "Company establishment deed", "id": "Akta Pendirian Perusahaan", "zh": "公司设立公证书"}	0
17-2	17	{"en": "Company profile", "id": "Company Profil", "zh": "公司简介"}	1
17-3	17	{"en": "Corporate Coretax", "id": "Coretax Badan", "zh": "企业 Coretax"}	2
17-4	17	{"en": "Free consultation", "id": "Free Konsultasi", "zh": "免费咨询"}	3
17-5	17	{"en": "Free company stamp", "id": "Free Stempel Nama Perusahaan", "zh": "免费公司印章"}	4
17-6	17	{"en": "Free financial report template", "id": "Free Template Laporan Keuangan", "zh": "免费财务报表模板"}	5
17-7	17	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	6
17-8	17	{"en": "Invoice", "id": "Invoice", "zh": "发票"}	7
17-9	17	{"en": "Business cards", "id": "Kartu Nama", "zh": "名片"}	8
17-10	17	{"en": "Letterhead", "id": "Kop Surat", "zh": "公司信纸"}	9
17-11	17	{"en": "Company logo", "id": "Logo Perusahaan", "zh": "公司标志"}	10
17-12	17	{"en": "Company tax ID", "id": "NPWP Badan", "zh": "公司税号"}	11
17-13	17	{"en": "Business Identification Number (NIB)", "id": "Nomor Induk Berusaha (NIB)", "zh": "营业识别号 (NIB)"}	12
17-14	17	{"en": "OSS self-declaration (K3L and SPPL)", "id": "Pernyataan Mandiri OSS (K3L dan SPPL)", "zh": "OSS 自我声明 (K3L 和 SPPL)"}	13
17-15	17	{"en": "Electronic certificate", "id": "Serifikat Elektronik", "zh": "电子证书"}	14
17-16	17	{"en": "Standard certificate for medium-low risk KBLI", "id": "Sertifikat Standar (Jika resiko KBLI Menengah Rendah)", "zh": "中低风险 KBLI 标准证书"}	15
17-17	17	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	16
17-18	17	{"en": "Tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak (SKT)", "zh": "税务登记证明 (SKT)"}	17
17-19	17	{"en": "Taxable entrepreneur confirmation letter (SPPKP)", "id": "Surat Pengukuhan Kena Pajak (SPPKP)", "zh": "应税企业确认书 (SPPKP)"}	18
17-20	17	{"en": "Company website", "id": "Website Company", "zh": "公司网站"}	19
18-1	18	{"en": "Company establishment deed", "id": "Akta Pendirian Perusahaan", "zh": "公司设立公证书"}	0
18-2	18	{"en": "Company profile", "id": "Company Profil", "zh": "公司简介"}	1
18-3	18	{"en": "Corporate Coretax", "id": "Coretax Badan", "zh": "企业 Coretax"}	2
18-4	18	{"en": "Free consultation", "id": "Free Konsultasi", "zh": "免费咨询"}	3
18-5	18	{"en": "Free company stamp", "id": "Free Stempel Nama Perusahaan", "zh": "免费公司印章"}	4
18-6	18	{"en": "Free financial report template", "id": "Free Template Laporan Keuangan", "zh": "免费财务报表模板"}	5
18-7	18	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	6
18-8	18	{"en": "Invoice", "id": "Invoice", "zh": "发票"}	7
18-9	18	{"en": "Business cards", "id": "Kartu Nama", "zh": "名片"}	8
18-10	18	{"en": "Letterhead", "id": "Kop Surat", "zh": "公司信纸"}	9
18-11	18	{"en": "Company logo", "id": "Logo Perusahaan", "zh": "公司标志"}	10
18-12	18	{"en": "Company tax ID", "id": "NPWP Badan", "zh": "公司税号"}	11
18-13	18	{"en": "Business Identification Number (NIB)", "id": "Nomor Induk Berusaha (NIB)", "zh": "营业识别号 (NIB)"}	12
18-14	18	{"en": "OSS self-declaration (K3L and SPPL)", "id": "Pernyataan Mandiri OSS (K3L dan SPPL)", "zh": "OSS 自我声明 (K3L 和 SPPL)"}	13
